ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID,refind,refindFK,isnref
bklife_0011,mcmatukar,I sole wag suwenge.,#	i	sole	%	#	wag	ZERO	suwenge	%,#	3SG.S	run-SEQ:D	%	#	canoe	ZERO	carve.out-R:I:PFV	%,he ran away he made a canoe,en,WORD_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,45989,47879,#	pro.h:s	v:pred	%	#	np:p	0.h:a	v:pred	%,,bklife,∅	1006	∅	∅	∅	1012	1006	∅	∅,∅	1006	∅	∅	∅	1012	1006	∅	∅,∅	∅	∅	∅	∅	new	∅	∅	∅
bklife_0012,mcmatukar,"Wag suwinge milok rainge palum, palum, palume maniya i rai dahe.",#	wag	ZERO	suwi-nge	%	#	milok	ZERO	rai-nge	%	#	ZERO	palum-e	palum	palum	%	#	mani-ya	i	ZERO	rai	dah-e	%,#	canoe	ZERO	carve.out-SEQ:D	%	#	something-NOM.UNPOSS	ZERO	pull-SEQ:D	%	#	ZERO	come-SEQ:D	come	come	%	#	here-FOC	3SG.A	ZERO	pull	ascend-R:I:PFV	%,he made a canoe eh pulled the what and he came and pulled it up here,en,WORD_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,48409,56249,#	np:p	0.h:a	v:pred	%	#	np:p	0.h:a	v:pred	%	#	0.h:s	v:pred	rv	rv	%	#	other	pro.h:a	0:p	v:pred	rv	%,,bklife,∅	1012	1006	∅	∅	∅	1012	1006	∅	∅	∅	1006	∅	∅	∅	∅	∅	∅	1006	1012	∅	∅	∅,∅	1012	1006	∅	∅	∅	1012	1006	∅	∅	∅	1006	∅	∅	∅	∅	∅	∅	1006	1012	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
bklife_0013,mcmatukar,Do ngahau nen kitninge ngalenge ida diyawe.,#	do	nga-ha-u	nen	ZERO	kitni-nge	%	#	ZERO	ZERO	ngale-nge	%	#	ida	ZERO	diy-	a-we	%,#	CONJ	1SG.S-POSS-1SG	mom	ZERO	steal-SEQ:D	%	#	ZERO	ZERO	took-SEQ:D	%	#	with	ZERO	3PL.S-	go-R:I:PFV	%,and he stole my mother and they both went,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,56601,59471,#	other	ln_pro.1:poss	np.h:p	0.h:a	v:pred	%	#	0.h:a	0.h:p	v:pred	%	#	other	0.h:s	-pro_h_s	v:pred	%,,bklife,∅	∅	1005	1013	1006	∅	∅	∅	1006	1013	∅	∅	∅	∅	1014	1014	∅	∅,∅	∅	1005	1013	1006	∅	∅	∅	1006	1013	∅	∅	∅	∅	1014	1014	∅	∅,∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅
bklife_0014,mcmatukar,"Diyau, diyau Muriki dimadonge Somare han malalte Muriki.",#	ZERO	diy-	yau	%	#	ZERO	diy-	au	Murik-i	%	#	ZERO	di-	mado-nge	Somare	ha-n	malal-te	Murik-i	%,#	ZERO	3PL.S-	go	%	#	ZERO	3PL.S-	go	Murik-LOC	%	#	ZERO	3PL.S-	live-R:I:PFV	Somare	POSS-3SG	village-LOC	Murik-LOC	%,"they went to Murik, Somare's village Murik.",en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,60298,64568,#	0.h:s	-pro_h_s	v:pred	%	#	0.h:s	-pro_h_s	v:pred	pn_np:g	%	#	0.h:s	-pro_h_s	v:pred	ln_pn_np.h	ln	np:g	pn_np:dt_g	%,,bklife,∅	1014	1014	∅	∅	∅	1014	1014	∅	1015	∅	∅	1014	1014	∅	1016	∅	1015	1015	∅,∅	1014	1014	∅	∅	∅	1014	1014	∅	1015	∅	∅	1014	1014	∅	1016	∅	1015	1015	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	unused	∅	∅	∅	∅	∅	unused	∅	∅	∅	∅
bklife_0015,mcmatukar,Mana dimadonge.,#	mana	ZERO	di-	mado-nge	%,#	there	ZERO	3PL.S-	live-SEQ:D	%,and they stayed,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,65292,66999,#	other:l	0.h:s	-pro_h_s	v:pred	%,,bklife,∅	1015	1014	1014	∅	∅,∅	1015	1014	1014	∅	∅,∅	∅	∅	∅	∅	∅
bklife_0016,mcmatukar,Dimadonge.,#	ZERO	di-	mado-nge	%,#	ZERO	3PL.S-	live-SEQ:D	%,they stayed and,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,67224,68329,#	0.h:s	-pro_h_s	v:pred	%,,bklife,∅	1014	1014	∅	∅,∅	1014	1014	∅	∅,∅	∅	∅	∅	∅
bklife_0017,mcmatukar,Kalam kasik dimadondo gam nen nageyauwe.,#	kalam	kasik	ZERO	di-	mado-ndo	%	#	gam	nen	ZERO	nage	-yau	-we	%,#	moon	INTSF	ZERO	3PL.S-	live-R:D	%	#	already	mom	ZERO	give.birth	-1SG.P	-R:I:PFV	%,months passed and he sent message,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,68555,72682,#	np:other	other	0.h:s	-pro_h_s	v:pred	%	#	other	np.h:a	0.h:p	v:pred	-pro_1_p	-rv	%,,bklife,∅	∅	∅	1014	1014	∅	∅	∅	∅	1013	1005	∅	1005	∅	∅,∅	∅	∅	1014	1014	∅	∅	∅	∅	1013	1005	∅	1005	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
bklife_0018,mcmatukar,Nageyau wai buldo gam ager gam saipide.,#	ZERO	ZERO	nage	-yau	%	#	wai	bul-do	gam	ager	gam	saipid-e	%,#	ZERO	ZERO	give.birth	-1SG.P	%	#	like	try-R:D	already	war	already	develop-R:I:PFV	%,I was born and then the world war came,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,72839,76121,#	0.h:a	0.h:p	v:pred	-pro_1_p	%	#	other	other	other	np:s	other	v:pred	%,,bklife,∅	1013	1005	∅	1005	∅	∅	∅	∅	∅	1011	∅	∅	∅,∅	1013	1005	∅	1005	∅	∅	∅	∅	∅	1011	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
bklife_0019,mcmatukar,Do mam tamat yamatekaman main mam painge.,#	do	mam	tamat	yamate-k-ama-n	main	mam	pai-nge	%,#	CONJ	dad	man	care.for-NOM-APS-3SG	TOP	dad	cross-R:I:PFV	%,And dad told the man who took care of him,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,76991,80725,#	other	ln_np.h	np.h:p	rn	rn	np.h:a	v:pred	%,,bklife,∅	∅	1006	1017	∅	∅	1006	∅	∅,∅	∅	1006	1017	∅	∅	1006	∅	∅,∅	∅	∅	new	∅	∅	∅	∅	∅
bklife_0020,mcmatukar,"""Ngau ngaba malalte ngau malalte ngap,",#	ngau	ng-	a-ba	malal-te	%	#	ngau	malal-te	ng-	a-p	%,#	1SG.S	1SG.S-	go-IRR:I	village-LOC	%	#	1SG.S	village-LOC	1SG.S-	go-IRR:D	%,I will go to the village I will go to the village and,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,81175,84690,#ds	pro.1:s	-pro_1_s	v:pred	np:g	%	#ds	pro.1:s	np:g	-pro_1_s	v:pred	%,,bklife,∅	1006	1006	∅	1007	∅	∅	1006	1007	1006	∅	∅,∅	1006	1006	∅	1007	∅	∅	1006	1007	1006	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
bklife_0021,mcmatukar,ngau mam ngaitemba,#	ngau	mam	ngai-	te-mba	%,#	1SG.S	dad	1SG.S-	see-IRR:I	%,I will see father,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,84890,86449,#ds	pro.1:s	np.h:p	-pro_1_a	v:pred	%,,bklife,∅	1006	1018	1006	∅	∅,∅	1006	1018	1006	∅	∅,∅	∅	new	∅	∅	∅
bklife_0022,mcmatukar,Buldop ager saipidap dihuni matap wai.,#	bul-dop	ager	saipid-ap	%	#	ZERO	ZERO	di-	hun	-i	mat-ap	wai	%,#	do-IRR:D	war	develop-IRR:D	%	#	ZERO	ZERO	3PL.A-	hit	-3SG.P	die-IRR:D	like	%,the war might have killed him.,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,86768,89653,#ds	other	np:s	v:pred	%	#ds	0.h:a	0.h:p	pro.h:a	v:pred	-pro_h_p	rv	other	%,,bklife,∅	∅	1011	∅	∅	∅	1019	1018	1019	∅	1018	∅	∅	∅,∅	∅	1011	∅	∅	∅	1019	1018	1019	∅	1018	∅	∅	∅,∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅
bklife_0023,mcmatukar,Do nen ida diyado tamat mam yamatekaman main tulinge.,#	do	nen	ida	ZERO	diy-	a-do	%	#	tamat	mam	yamate-k-ama-n	main	tuli-nge	%,#	CONJ	mom	with	ZERO	3PL.S-	go-R:D	%	#	man	dad	care.for-NOM-APS-3SG	TOP	say-R:I:PFV	%,and he went with mother and the man who looked after him said,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,90587,96184,#	other	np.h:obl	adp	0.h:s	-pro_h_s	v:pred	%	#	np.h:s	rn	rn	rn	v:pred	%,,bklife,∅	∅	1013	∅	1014	1014	∅	∅	∅	1017	∅	∅	∅	∅	∅,∅	∅	1013	∅	1014	1014	∅	∅	∅	1017	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
bklife_0024,mcmatukar,"""Yauwam awatune yau aim nagetap yangau tulip Kainor.",#	yauwa	-m	awatun-e	%	#	#	yau	aim	nage-tap	%	yang	-au	ZERO	tuli-p	Kainor	%,#	spouse	-2SG	pregnant-SEQ:D	%	#	#	spouse	boy	give.birth-COND	%	name	-1SG	ZERO	say-IRR:D	Kainor	%,your wife is pregnant if she gives birth to boy name him after me Kainor,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,96364,100946,#ds	np.h:s	-rn_pro.2:poss	v:pred	%	#ds	#ds_ac	np.h:a	np.h:p	v:pred	%	np:p	-rn_pro.1:poss	0.2:a	v:pred	pn_np:dt_p	%,,bklife,∅	1013	1006	∅	∅	∅	∅	1013	1020	∅	∅	1021	1017	1006	∅	1021	∅,∅	1013	1006	∅	∅	∅	∅	1013	1020	∅	∅	1021	1017	1006	∅	1021	∅,∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	bridging	∅	∅	∅	∅	∅
bklife_0025,mcmatukar,"Yangau tulip.""",#	yang	-au	ZERO	tuli-p	%,#	name	-1SG	ZERO	say-IRR:D	%,call my name,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,101459,102395,#ds	np:p	-rn_pro.1:poss	0.2:a	v:pred	%,,bklife,∅	1021	1017	1006	∅	∅,∅	1021	1017	1006	∅	∅,∅	∅	∅	∅	∅	∅
bklife_0026,mcmatukar,Pain nagetap ngahau pain yangan tuli.,#	#	pain	ZERO	nage-tap	%	nga-ha-u	pain	yang-an	ZERO	tuli	%,#	#	woman	ZERO	give.birth-COND	%	1SG.S-POSS-1SG	woman	name-3SG	ZERO	say	%,if you give birth to a girl than name her after my wife,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,102991,105410,#ds	#ds_ac	np.h:p	0.h:a	v:pred	%	ln_pro.1:poss	ln_np.h	np:p	0.2:a	v:pred	%,,bklife,∅	∅	1022	1013	∅	∅	1017	1051	1023	1006	∅	∅,∅	∅	1022	1013	∅	∅	1017	1051	1023	1006	∅	∅,∅	∅	bridging	∅	∅	∅	∅	new	new	∅	∅	∅
bklife_0027,mcmatukar,Do diyawe mo dimadondo Alia dimadondo ager dabokamok saipide.,#	do	ZERO	diy-	a-we	%	#	mo	ZERO	di-	mado-ndo	%	#	Ali-a	ZERO	di-	mado-ndo	%	#	ager	dabok-amok	saipid-e	%,#	CONJ	ZERO	3PL.S-	go-SEQ:D	%	#	there	ZERO	3PL.S-	stay-R:D	%	#	Ali-LOC	ZERO	3PL.S-	live-LOC	%	#	war	big-INTSF	develop-R:I:PFV	%,"and they went and stayed at Ali, they stayed and they world war arrived",en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,106119,111394,#	other	0.h:s	-pro_h_s	v:pred	%	#	other:l	0.h:s	-pro_h_s	v:pred	%	#	pn_np:l	0.h:s	-pro_h_s	v:pred	%	#	np:s	rn	v:pred	%,,bklife,∅	∅	1014	1014	∅	∅	∅	1007	1014	1014	∅	∅	∅	1008	1014	1014	∅	∅	∅	1011	∅	∅	∅,∅	∅	1014	1014	∅	∅	∅	1007	1014	1014	∅	∅	∅	1008	1014	1014	∅	∅	∅	1011	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
bklife_0028,mcmatukar,Ager saipide mam nageyauwe e nen nageyawe.,#	ager	saipide	%	#	mam	ZERO	nage	-yau	-we	%	#	e	nen	ZERO	nage	-yau	-we	%,#	war	develop-SEQ:D	%	#	dad	ZERO	give.birth	-1SG.P	-:I:PFV	%	#	DISFLUENCY	mom	ZERO	give.birth	-1SG.P	-R:I:PFV	%,the world war arrived and mom gave birth to me,en,WORD_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,112146,115609,#	np:s	v:pred	%	#	np.h:a	0.1:p	v:pred	-pro_1_p	-rv	%	#	other	np.h:a	0.1:p	v:pred	-pro_1_p	-rv	%,,bklife,∅	1011	∅	∅	∅	1006	1005	∅	1005	∅	∅	∅	∅	1013	1005	∅	1005	∅	∅,∅	1011	∅	∅	∅	1006	1005	∅	1005	∅	∅	∅	∅	1013	1005	∅	1005	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
bklife_0029,mcmatukar,Nen nageyauwe do ager saipide sesikati milok ai dabok main.,#	nen	ZERO	nage	-yau	-we	%	#	do	ager	saipid-e	sesikati	%	#	milok	ai	dabok	main	%,#	mom	ZERO	give.birth	-1SG.P	-R:I:PFV	%	#	CONJ	war	develop-R:I:PFV	near	%	#	something-NOM.UNPOSS	tree	big	TOP	%,mother gave birth to me and world war came and a big tree,en,WORD_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,116521,124432,#	np.h:a	0.1:p	v:pred	-pro_1_p	-rv	%	#	other	np:s	v:pred	other	%	#	np:appos	np:predex	rn	rn	%,,bklife,∅	1013	1005	∅	1005	∅	∅	∅	∅	1011	∅	∅	∅	∅	∅	1024	∅	∅	∅,∅	1013	1005	∅	1005	∅	∅	∅	∅	1011	∅	∅	∅	∅	∅	1024	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅
bklife_0030,mcmatukar,Do tapae yendo ya disarenge ilonlo do dingale diyawe ngamumuye.,#	do	ZERO	tapaas-e	%	#	ZERO	y-	en-do	%	#	ya	ZERO	di-	sare-nge	ilo-n-lo	%	#	do	ZERO	ZERO	di-	ngale	%	#	ZERO	diy-	a-we	%	#	ZERO	nga-	mumuy-e	%,#	CONJ	ZERO	fall-SEQ:D	%	#	ZERO	3SG.S-	lie-R:D	%	#	hole	ZERO	3PL.A-	dig-SEQ:D	inside-3SG-LOC	%	#	CONJ	ZERO	ZERO	3PL.A-	take	%	#	ZERO	3PL.S-	go-SEQ:D	%	#	ZERO	1SG.S-	hide-R:I:PFV	%,and it fell and lay on the ground and they dug a hole inside it and they got and hid me.,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,125778,130882,#	other	0:s	v:pred	%	#	0:s	-pro_s	v:pred	%	#	np:p	0.h:a	-pro_h_a	v:pred	np:l	%	#	other	0.h:a	0.1:p	-pro_h_a	v:pred	%	#	0.h:s	-pro_h_a	v:pred	%	#	0.1:s	-pro_1_s	v:pred	%,,bklife,∅	∅	1024	∅	∅	∅	1024	1024	∅	∅	∅	1025	1014	1014	∅	1026	∅	∅	∅	1014	1005	1014	∅	∅	∅	1014	1014	∅	∅	∅	1005	1005	∅	∅,∅	∅	1024	∅	∅	∅	1024	1024	∅	∅	∅	1025	1014	1014	∅	1026	∅	∅	∅	1014	1005	1014	∅	∅	∅	1014	1014	∅	∅	∅	1005	1005	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
bklife_0031,mcmatukar,Do ngamadonge.,#	do	ZERO	nga-	mado-nge	%,#	CONJ	ZERO	1SG.S-	stay-R:I:PFV	%,and I stayed,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,131096,132244,#	other	0.1:s	-pro_1_s	v:pred	%,,bklife,∅	∅	1005	1005	∅	∅,∅	∅	1005	1005	∅	∅,∅	∅	∅	∅	∅	∅
bklife_0032,mcmatukar,Dimayangayauwe.,#	ZERO	ZERO	di-	mayanga	-yau	-we	%,#	ZERO	ZERO	3PL.A-	hige	-1SG.P	-R:I:PFV	%,they hid me,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,133316,134575,#	0.h:a	0.1:p	-pro_h_a	v:pred	-pro_1_p	-rv	%,,bklife,∅	1014	1005	1014	∅	1005	∅	∅,∅	1014	1005	1014	∅	1005	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅
bklife_0033,mcmatukar,Dimayangayauwe mani ilonlo ngaine.,#	ZERO	ZERO	di-	mayanga	-yau	-we	mani	%	#	ilo-n-lo	ZERO	nga-	in-e	%,#	ZERO	ZERO	3PL.A-	hide	-1SG.P	-SEQ:D	here	%	#	inside-3SG-LOC	ZERO	1SG.S-	sleep-R:I:PFV	%,they hid me inside and I slept,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,135125,137850,#	0.h:a	0.1:p	-pro_h_a	v:pred	-pro_1_p	-rv	other:l	%	#	np:l	0.1:s	-pro_1_s	v:pred	%,,bklife,∅	1014	1005	1014	∅	1005	∅	1026	∅	∅	1026	1005	1005	∅	∅,∅	1014	1005	1014	∅	1005	∅	1026	∅	∅	1026	1005	1005	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
bklife_0034,mcmatukar,Do nal aru mana ngamadonge ubou aru.,#	do	nal	aru	mana	ZERO	nga-	mado-nge	ubou	aru	%,#	CONJ	day	two	there	ZERO	1SG.S-	live-R:I:PFV	week	two	%,and two times over there we stayed two weeks,en,MORPHEME_ALIGNED,,bklife_mp3 bklife_wav bklife_eaf bklife_xml bklife_tsv,,138585,143207,#	other	np:other	rn	other:l	0.1:s	-pro_1_s	v:pred	np:other	rn	%,,bklife,∅	∅	∅	∅	1026	1005	1005	∅	∅	∅	∅,∅	∅	∅	∅	1026	1005	1005	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
